43,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,43
43,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,43
43,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,43
43,43,43,43,43,43,40,40,40,40,40,40,40,40,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,41,41,41,41,41,43
43,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41,41,41,41,43
43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
